Ubat_W/m²_K;Complément_d'adresse_bâtiment;Méthode_application_DPE;N°_département_(BAN);Qualité_isolation_menuiseries;Nombre_appartement;Emission_GES_5_usages_énergie_n°2;Coordonnée_cartographique_X_(BAN);Date_fin_validité_DPE;Protection_solaire_exterieure_(0/1);Coût_total_5_usages;Conso_ECS_dépensier_é_primaire;Catégorie_ENR;Présence_brasseur_air_(0/1);Date_établissement_DPE;Score_BAN;Type_énergie_n°2;Conso_auxiliaires_é_primaire;N°_étage_appartement;N°_région_(BAN);Deperditions_planchers_hauts;Adresse_brute;Emission_GES_refroidissement_dépensier;Version_DPE;Deperditions_planchers_bas;Surface_tertiaire_immeuble;Coût_chauffage;_i;Qualité_isolation_plancher_bas;Déperditions_renouvellement_air;Surface_habitable_logement;Type_énergie_n°1;Conso_chauffage_é_finale;Besoin_refroidissement;Emission_GES_éclairage;Code_INSEE_(BAN);Conso_refroidissement_dépensier_é_primaire;Conso_ECS_dépensier_é_finale;Typologie_logement;_score;Classe_altitude;Coût_ECS;Conso_ECS_é_primaire;Nombre_niveau_logement;Adresse_(BAN);Emission_GES_ECS;Conso_chauffage_dépensier_é_finale;Date_visite_diagnostiqueur;Conso_refroidissement_é_finale;Déperditions_ponts_thermiques;Coordonnée_cartographique_Y_(BAN);Type_énergie_n°3;_geopoint;Emission_GES_5_usages_par_m²;Logement_traversant_(0/1);Conso_chauffage_é_primaire;Deperditions_enveloppe;Cage_d'escalier;Emission_GES_5_usages_énergie_n°1;Hauteur_sous-plafond;Inertie_lourde_(0/1);Qualité_isolation_enveloppe;Conso_éclairage_é_finale;Identifiant__BAN;Déperditions_portes;Coût_chauffage_dépensier;Emission_GES_auxiliaires;Statut_géocodage;Emission_GES_refroidissement;Position_logement_dans_immeuble;Coût_refroidissement;Conso_5_usages_é_primaire;Besoin_ECS;Coût_chauffage_énergie_n°1;Indicateur_confort_été;Conso_5_usages_é_finale_énergie_n°1;Code_postal_(BAN);Emission_GES_chauffage;Type_installation_chauffage;_id;Coût_ECS_dépensier;Surface_habitable_immeuble;Conso_éclairage_é_primaire;_rand;Nombre_niveau_immeuble;N°_DPE_remplacé;Conso_5_usages/m²_é_finale;Type_bâtiment;Conso_refroidissement_dépensier_é_finale;Nom_résidence;Date_réception_DPE;Qualité_isolation_plancher_haut_comble_aménagé;N°DPE;Type_énergie_principale_chauffage;Type_installation_ECS_(général);Isolation_toiture_(0/1);Conso_5_usages_é_finale;Conso_chauffage_dépensier_é_primaire;Coût_éclairage;Classe_inertie_bâtiment;Etiquette_GES;N°_voie_(BAN);Coût_ECS_énergie_n°1;Emission_GES_chauffage_dépensier;Coût_chauffage_énergie_n°2;Conso_auxiliaires_é_finale;Déperditions_murs;Deperditions_baies_vitrées;Qualité_isolation_murs;Etiquette_DPE;Emission_GES_5_usages;Emission_GES_5_usages_énergie_n°3;Conso_refroidissement_é_primaire;N°_DPE_immeuble_associé;Coût_ECS_énergie_n°2;Invariant_fiscal_logement;Code_postal_(brut);Zone_climatique_;Coût_ECS_énergie_n°3;Coût_chauffage_énergie_n°3;Conso_ECS_é_finale;Modèle_DPE;Coût_auxiliaires;Coût_refroidissement_dépensier;Nom__rue_(BAN);Nom__commune_(BAN);Emission_GES_ECS_dépensier;Conso_5_usages_par_m²_é_primaire;Besoin_chauffage;Appartement_non_visité_(0/1);Complément_d'adresse_logement
0.46;DO7-008948723;dpe appartement individuel;69.0;insuffisante;1.0;;842330.69;16/07/2033;FAUX;587.8;2642.6;;FAUX;17/07/2023;0.64;;435.9;0.0;84.0;2.2;42 rue sergent Blandan;0.0;02/03/2024;0.0;;321.4;668168;très bonne;26.2;28.5;Électricité;1678.1;0;3.7;69381.0;0.0;1531.5;;29.182056;inférieur à 400m;220.0;2642.6;1.0;42 Rue Sergent Blandan 69001 Lyon;74.7;2090.6;17/07/2023;0.0;5.2;6520451.64;;45.76881700293814,4.831535954776576;7.0;VRAI;3859.5;52.9;;223.0;2.5;FAUX;bonne;53.0;69381_6735_00042;2.2;321.4;12.1;adresse géocodée ban à l'adresse;0.0;;0.0;7059.9;866,3;321.4;insuffisant;3069.5;69001;132.6;individuel;hCBLD9wjT8uP0oOgwA5KK;220.0;;121.9;252260;;;107.0;appartement;0.0;;18/07/2023;;2369E2412164H;Électricité;individuel;VRAI;3069.5;3859.5;10.2;Légère;B;42;220.0;132.6;;189.5;5.7;11.5;très bonne;D;223.0;;0.0;;;;69001;H1c;;;1148.9;DPE 3CL 2021 méthode logement;36.3;0.0;Rue Sergent Blandan;Lyon;74.7;247.0;1891.4;;Etage 6
0.91;DO7-009319923;dpe appartement individuel;69.0;moyenne;1.0;;842355.09;11/09/2033;FAUX;866.7;3343.8;;FAUX;12/09/2023;0.66;;0.0;0.0;84.0;0.0;22 Rue Burdeau;0.0;02/03/2024;11.4;;600.3;668462;insuffisante;34.5;29.0;Électricité;3399.0;0;3.7;69381.0;0.0;1839.2;;29.182056;inférieur à 400m;256.8;3343.8;1.0;22 Rue Burdeau 69001 Lyon;94.5;4192.4;12/09/2023;0.0;7.7;6520609.5;;45.77023303592667,4.831896944057382;12.0;FAUX;7817.6;95.8;;366.7;2.5;FAUX;insuffisante;54.0;69381_1155_00022;2.1;600.3;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;11285.6;872,6;600.3;insuffisant;4906.8;69001;268.5;individuel;BsbdCM695hgIHCdzuY9Xd;256.8;;124.2;395947;;;169.0;appartement;0.0;;13/09/2023;;2369E3042624T;Électricité;individuel;FAUX;4906.8;7817.6;9.5;Moyenne;C;22;256.8;268.5;;0.0;31.7;8.4;insuffisante;F;366.7;;0.0;;;;69001;H1c;;;1453.8;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Burdeau;Lyon;94.5;388.0;3916.7;;Digicode: 6824A - Etage: RDC
1.9;23/IMO/0489-ODM n° 10455125;dpe appartement individuel;69.0;moyenne;1.0;;842141.41;31/07/2033;FAUX;1128.3;2690.4;;FAUX;01/08/2023;0.62;;0.0;0.0;84.0;38.9;27 RUE BOUTEILLE;0.0;02/03/2024;0.0;;918.9;668593;très bonne;39.2;27.0;Électricité;5353.1;0;3.5;69381.0;0.0;1544.3;;29.182056;inférieur à 400m;200.8;2690.4;1.0;27 Rue Bouteille 69001 Lyon;76.0;6500.3;01/08/2023;0.0;3.3;6520491.24;;45.76921300572124,4.829112940721476;18.0;FAUX;12312.0;130.3;;502.4;2.5;FAUX;insuffisante;50.2;69381_1105_00027;4.4;918.9;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;15117.9;848,1;918.9;insuffisant;6573.0;69001;422.9;individuel;3Kvx_0A7_CCzJP862ohb0;200.8;;115.5;293600;;;243.0;appartement;0.0;;02/08/2023;insuffisante;2369E2618598B;Électricité;individuel;FAUX;6573.0;12312.0;8.6;Légère;C;27;200.8;422.9;;0.0;40.7;3.6;insuffisante;G;502.4;;0.0;;;;69001;H1c;;;1169.7;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Bouteille;Lyon;76.0;559.0;6114.3;;
1.75;;dpe appartement individuel;69.0;insuffisante;;;842203.08;07/09/2033;VRAI;1177.0;4423.3;;VRAI;08/09/2023;0.7;;697.3;;84.0;0.0;5 RUE DES JARDINS DES PLANTES;0.0;02/03/2024;0.0;;860.0;669178;très bonne;52.5;57.0;Électricité;5027.7;0;0.1;69381.0;0.0;1923.2;;29.182056;inférieur à 400m;247.0;3320.3;1.0;5 Rue du Jardin des Plantes 69001 Lyon;2.0;6288.4;08/09/2023;0.0;11.1;6520547.65;;45.76970796962344,4.8299230618080315;9.0;FAUX;11563.6;153.8;;9.1;2.9;FAUX;insuffisante;106.0;69381_3660_00005;1.8;1058.0;0.0;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;15825.0;1172,8;860.0;moyen;6577.3;69001;7.0;individuel;Sf--Tmf4EwsbhurMIr-o1;324.0;;243.8;948993;;;120.7;appartement;0.0;;11/09/2023;;2369E3003141E;Électricité;individuel;VRAI;6880.4;14463.4;18.0;Légère;B;5;247.0;8.7;;303.2;39.1;49.3;insuffisante;E;517.6;;0.0;;;;69001;H1c;;;1443.6;DPE 3CL 2021 méthode logement;1177.0;0.0;Rue du Jardin des Plantes;Lyon;2.7;277.6;5327.3;;
0.74;DDT_23997_FLOCHEL_LYON 01;dpe appartement individuel;69.0;insuffisante;1.0;;842750.31;18/09/2033;VRAI;555.5;3256.9;;FAUX;19/09/2023;0.56;;115.8;0.0;84.0;0.0;19 rue tête d'Or;0.0;02/03/2024;6.0;;264.0;669741;insuffisante;8.2;17.4;Électricité;1357.7;0;2.2;69381.0;0.0;1739.6;;29.182056;inférieur à 400m;275.4;3256.9;1.0;Grande Rue des Feuillants 69001 Lyon;92.0;1725.1;17/09/2023;0.0;3.6;6520606.13;;45.770120025208065,4.836979992931105;11.0;FAUX;3122.8;42.1;;204.8;2.6;VRAI;moyenne;32.4;69381_2745;0.7;264.0;3.2;adresse géocodée ban à l'adresse;0.0;;0.0;6570.1;732,6;264.0;moyen;2856.6;69001;107.3;individuel;6DQ8aHRfblid6-ZtroLmZ;275.4;;74.5;280923;;;163.0;appartement;0.0;;20/09/2023;;2369E3140507M;Électricité;individuel;FAUX;2856.6;3122.8;6.3;Lourde;B;;275.4;107.3;;50.4;6.9;16.7;moyenne;E;204.8;;0.0;;;;69006;H1c;;;1416.1;DPE 3CL 2021 méthode logement;9.8;0.0;Grande Rue des Feuillants;Lyon;92.0;377.0;1429.1;;Un appartement au rdc (porte face)
0.49;23/IMO/0310;dpe appartement individuel;69.0;bonne;1.0;;842049.79;11/07/2033;FAUX;458.2;2557.1;;FAUX;12/07/2023;0.55;;234.6;0.0;84.0;0.0;15 rue Pareille;0.0;02/02/2024;0.0;;191.5;669779;très bonne;16.3;35.3;Électricité;918.8;0;4.5;69381.0;0.0;1499.5;;29.182056;inférieur à 400m;231.7;2557.1;1.0;15 Rue Pareille 69001 Lyon;72.3;1173.2;11/07/2023;0.0;6.4;6520453.24;;45.768890014964946,4.827923054003212;4.0;FAUX;2113.1;33.8;;155.9;2.8;FAUX;bonne;65.6;69381_5205_00015;1.2;191.5;6.5;adresse géocodée ban à l'adresse;0.0;;0.0;5055.8;948,1;191.5;moyen;2198.2;69001;72.6;individuel;QohUo6aiR6BP3J-MGI4je;231.7;;151.0;261308;;;62.0;appartement;0.0;;13/07/2023;;2369E2376283G;Électricité;individuel;FAUX;2198.2;2113.1;13.7;Légère;A;15;231.7;72.6;;102.0;3.8;6.0;très bonne;C;155.9;;0.0;;;;69001;H1c;;;1111.8;DPE 3CL 2021 méthode logement;21.3;0.0;Rue Pareille;Lyon;72.3;143.0;916.4;;Etage 1
0.56;082317BOUTIN_butte_1;dpe appartement individuel;69.0;moyenne;1.0;;841110.82;26/08/2033;FAUX;832.6;3381.1;;FAUX;27/08/2023;0.62;;287.2;0.0;84.0;8.6;1 montée de la butte;0.0;02/03/2024;0.0;;534.7;670027;très bonne;33.9;43.2;Électricité;3006.9;0;5.5;69381.0;0.0;1930.9;;29.182056;inférieur à 400m;261.4;3381.1;1.0;1 Montée de la Butte 69001 Lyon;95.6;3721.5;16/08/2023;0.0;3.5;6520414.46;;45.768735968154104,4.81583301364651;8.0;FAUX;6915.9;76.0;;346.6;2.5;FAUX;bonne;80.3;69381_1160_00001;0.0;534.7;8.0;adresse géocodée ban à l'adresse;0.0;;0.0;10769.0;1043,5;534.7;moyen;4682.2;69001;237.5;individuel;44hDed8GnfVQOvWNx_5bn;261.4;;184.8;954952;;;108.0;appartement;0.0;;28/08/2023;;2369E2845223K;Électricité;individuel;VRAI;4682.2;6915.9;14.3;Légère;B;1;261.4;237.5;;124.9;20.7;9.3;insuffisante;D;346.6;;0.0;;;;69001;H1c;;;1470.0;DPE 3CL 2021 méthode logement;22.2;0.0;Montée de la Butte;Lyon;95.6;249.0;2958.7;;"Etage 3; Porte face; Compl. 2"
1.28;230910594;dpe appartement individuel;69.0;bonne;1.0;;842567.17;19/09/2033;VRAI;650.0;3285.0;;FAUX;20/09/2023;0.64;;508.8;0.0;84.0;0.0;22 Rue Imbert Colomès;0.0;02/03/2024;0.0;;330.2;670422;très bonne;19.2;33.3;Électricité;1767.6;0;4.3;69381.0;0.0;1836.2;;29.182056;inférieur à 400m;266.8;3285.0;1.0;22 Rue Imbert Colomès 69001 Lyon;92.8;2272.7;20/09/2023;0.0;6.5;6520752.94;;45.77148001416241,4.834667995084741;7.0;FAUX;4065.4;65.5;;250.9;3.1;FAUX;insuffisante;61.9;69381_3600_00022;1.3;330.2;14.2;adresse géocodée ban à l'adresse;0.0;;0.0;8001.5;923,8;330.2;moyen;3478.9;69001;139.6;individuel;V1hpYLSIITLdQ_XLVgmF4;266.8;;142.3;492043;;;104.0;appartement;0.0;;21/09/2023;;2369E3153220L;Électricité;individuel;FAUX;3478.9;4065.4;11.6;Moyenne;B;22;266.8;139.6;;221.2;29.5;9.0;insuffisante;D;250.9;;0.0;;;;69001;H1c;;;1428.3;DPE 3CL 2021 méthode logement;41.3;0.0;Rue Imbert Colomès;Lyon;92.8;240.0;1862.4;;"Etage. 3;"
0.51;202317813;dpe appartement individuel;69.0;bonne;1.0;;842123.79;23/09/2033;VRAI;1471.8;5729.5;;FAUX;24/09/2023;0.62;;1623.2;0.0;84.0;20.6;22 Rue Bouteille;0.0;02/03/2024;0.0;;894.2;670481;très bonne;75.4;128.8;Électricité;5320.0;0;16.5;69381.0;0.0;3223.1;;29.182056;inférieur à 400m;418.7;5729.5;1.0;22 Rue Bouteille 69001 Lyon;161.9;6708.0;21/09/2023;0.0;24.6;6520477.06;;45.76908902547598,4.828882057474484;4.0;FAUX;12235.9;165.4;;643.9;2.5;FAUX;bonne;239.5;69381_1105_00022;0.0;894.2;45.2;adresse géocodée ban à l'adresse;0.0;;0.0;20139.6;1657,5;894.2;moyen;8756.3;69001;420.3;individuel;YsUI5RF9xLLKeg1dnBUPp;418.7;;550.8;932448;;;67.0;appartement;0.0;;25/09/2023;bonne;2369E3186212J;Électricité;individuel;VRAI;8756.3;12235.9;40.3;Moyenne;A;22;418.7;420.3;;705.7;15.7;29.0;bonne;C;643.9;;0.0;;;;69001;H1c;;;2491.1;DPE 3CL 2021 méthode logement;118.6;0.0;Rue Bouteille;Lyon;161.9;156.0;5651.5;;5eme etage
0.29;23/IMO/0439;dpe appartement individuel;69.0;bonne;1.0;;842644.03;18/09/2033;FAUX;488.8;3478.4;;FAUX;19/09/2023;0.6;;214.8;0.0;84.0;4.5;16 rue Pizay;0.0;02/03/2024;0.0;;151.7;670910;très bonne;15.5;32.3;Électricité;749.6;0;4.1;69381.0;0.0;1915.1;;29.182056;inférieur à 400m;306.0;3478.4;1.0;16 Rue Pizay 69001 Lyon;98.3;979.6;19/09/2023;0.0;3.5;6520248.97;;45.76692696216612,4.835506004705825;5.0;FAUX;1724.2;29.9;;167.6;2.4;FAUX;très bonne;60.1;69381_5575_00016;0.0;151.7;6.0;adresse géocodée ban à l'adresse;0.0;;0.0;5555.5;912,1;151.7;moyen;2415.4;69001;59.2;individuel;rkdAj088cUAdrXL13Zawa;306.0;;138.2;390546;;;74.0;appartement;0.0;;20/09/2023;très bonne;2369E3132072B;Électricité;individuel;VRAI;2415.4;1724.2;12.2;Légère;A;16;306.0;59.2;;93.4;2.9;3.5;très bonne;C;167.6;;0.0;;;;69001;H1c;;;1512.3;DPE 3CL 2021 méthode logement;18.9;0.0;Rue Pizay;Lyon;98.3;171.0;721.6;;Etage 5
1.27;2023-06-237 LOT 15;dpe appartement individuel;69.0;insuffisante;1.0;;842633.65;09/07/2033;FAUX;1527.1;4170.4;;FAUX;10/07/2023;0.6;;831.8;0.0;84.0;0.0;13 RUE DESIREE;0.0;02/02/2024;13.2;;1143.8;671064;insuffisante;53.9;59.8;Électricité;6821.6;0;7.7;69381.0;0.0;2339.6;;29.182056;inférieur à 400m;304.0;4170.4;1.0;13 Rue Désirée 69001 Lyon;117.9;8480.2;10/07/2023;0.0;17.2;6520418.02;;45.768450999889424,4.835423039587923;11.0;VRAI;15689.7;198.0;;687.6;3.5;FAUX;insuffisante;111.3;69381_2165_00013;2.6;1143.8;23.1;adresse géocodée ban à l'adresse;0.0;;0.0;20947.8;1191,9;1143.8;insuffisant;9107.7;69001;538.9;individuel;wcI6wfgLyaKZWS33TX2NT;304.0;;255.9;661417;;;152.0;appartement;0.0;;11/07/2023;;2369E2348747E;Électricité;individuel;FAUX;9107.7;15689.7;18.7;Moyenne;C;13;304.0;538.9;;361.6;47.4;63.8;insuffisante;F;687.6;;0.0;;;;69001;H1c;;;1813.2;DPE 3CL 2021 méthode logement;60.6;0.0;Rue Désirée;Lyon;117.9;350.0;7586.2;;Etage : 1er
0.92;2023-09-14290;dpe appartement individuel;69.0;moyenne;1.0;;842333.87;19/09/2033;VRAI;1543.8;3761.1;;FAUX;20/09/2023;0.62;;414.6;0.0;84.0;0.0;11 RUE TERME;0.0;02/03/2024;12.1;;1226.6;673930;insuffisante;53.9;41.8;Électricité;7320.5;0;5.4;69381.0;0.0;2088.5;;29.182056;inférieur à 400m;274.0;3761.1;1.0;11 Rue Terme 69001 Lyon;106.3;8888.3;19/09/2023;0.0;9.3;6520492.37;;45.76918300927033,4.831589016052323;16.0;VRAI;16837.2;177.3;;701.5;3.5;FAUX;insuffisante;77.7;69381_6925_00011;3.1;1226.6;11.5;adresse géocodée ban à l'adresse;0.0;;0.0;21191.6;1026,4;1226.6;moyen;9213.7;69001;578.3;individuel;yATSUvnPnq_Zqg6riiXg7;274.0;;178.7;554490;;;220.0;appartement;0.0;;21/09/2023;;2369E3148428D;Électricité;individuel;FAUX;9213.7;16837.2;13.0;Moyenne;C;11;274.0;578.3;;180.3;60.0;38.9;insuffisante;G;701.5;;0.0;;;;69001;H1c;;;1635.3;DPE 3CL 2021 méthode logement;30.2;0.0;Rue Terme;Lyon;106.3;507.0;8362.3;;"Etage 1; Porte D"
2.34;202316251;dpe appartement individuel;69.0;bonne;1.0;;841920.83;01/07/2033;FAUX;1286.1;2929.6;;FAUX;02/07/2023;0.61;;0.0;0.0;84.0;87.6;2 Rue de l'annonciade;0.0;02/02/2024;0.0;;1058.8;674036;très bonne;46.4;35.0;Électricité;6237.4;0;4.5;69381.0;0.0;1691.0;;29.182056;inférieur à 400m;216.2;2929.6;1.0;2 Rue de l'Annonciade 69001 Lyon;82.8;7604.6;05/06/2023;0.0;7.9;6520496.46;;45.76930597016141,4.826277025671088;16.0;VRAI;14345.9;173.4;;580.0;2.1;FAUX;insuffisante;65.1;69381_0295_00002;0.0;1058.8;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;17425.3;944,9;1058.8;insuffisant;7576.2;69001;492.8;individuel;lJO_RkBgi3sDs_9bxdaMi;216.2;;149.8;938438;;2369E1875629I;216.0;appartement;0.0;;03/07/2023;;2369E2234824N;Électricité;individuel;FAUX;7576.2;14345.9;11.1;Légère;C;2;216.2;492.8;;0.0;17.0;14.5;insuffisante;G;580.0;;0.0;;;;69001;H1c;;;1273.7;DPE 3CL 2021 méthode logement;0.0;0.0;Rue de l'Annonciade;Lyon;82.8;497.0;7879.8;;2 ème étage
1.67;334331;dpe appartement individuel;69.0;insuffisante;1.0;;842460.91;23/09/2033;FAUX;1075.7;2648.1;;FAUX;24/09/2023;0.63;;0.0;0.0;84.0;0.0;11 Rue des Capucins;0.0;02/03/2024;0.0;;869.0;674587;très bonne;27.1;25.6;Électricité;5039.8;0;3.3;69381.0;0.0;1518.3;;29.182056;inférieur à 400m;198.5;2648.1;1.0;11 Rue des Capucins 69001 Lyon;74.8;6121.7;21/09/2023;0.0;6.3;6520498.32;;45.76921002903484,4.83322498976056;18.0;FAUX;11591.6;113.6;;476.3;3.1;FAUX;insuffisante;47.6;69381_1245_00011;1.8;869.0;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;14349.1;831;869.0;insuffisant;6238.8;69001;398.1;individuel;3MYPSvgc48I5ZE8jSh0RK;198.5;;109.4;817969;;;243.0;appartement;0.0;;25/09/2023;;2369E3196274J;Électricité;individuel;FAUX;6238.8;11591.6;8.2;Moyenne;C;11;198.5;398.1;;0.0;58.3;20.3;insuffisante;G;476.3;;0.0;;;;69001;H1c;;;1151.3;DPE 3CL 2021 méthode logement;0.0;0.0;Rue des Capucins;Lyon;74.8;560.0;5321.2;;Etage 3
0.61;;dpe appartement individuel;69.0;bonne;;;842494.82;18/09/2033;FAUX;705.0;3985.2;;FAUX;19/09/2023;0.87;;215.9;3.0;84.0;15.7;3 rue de la Fromagerie;0.0;02/03/2024;0.0;;430.0;675361;;28.6;37.0;Électricité;2342.6;0;4.7;69381.0;0.0;1732.7;;29.182056;inférieur à 400m;245.0;3074.7;1.0;3 Rue de la Fromagerie 69001 Lyon;86.9;2901.8;19/09/2023;0.0;5.4;6520025.79;;45.76494900674466,4.8335200278372294;7.6;VRAI;5387.9;68.8;;282.7;2.3;FAUX;bonne;68.7;69381_2915_00003;3.3;514.0;6.0;adresse géocodée ban à l'adresse;0.0;;0.0;8836.5;968,1;430.0;bon;3842.0;69001;185.1;individuel;Gv_61RECR6ETpk8X0CCkw;307.0;;158.1;447327;;;104.0;appartement;0.0;Bâtiment;20/09/2023;;2369E3129030B;Électricité;individuel;VRAI;3842.0;6674.1;13.0;Moyenne;B;3;245.0;229.2;;93.9;6.7;9.1;bonne;D;282.7;;0.0;;;;69001;H1c;;;1336.8;DPE 3CL 2021 méthode logement;17.0;0.0;Rue de la Fromagerie;Lyon;112.6;239.1;2450.1;;
0.78;25/07/2023 Lyon 1;dpe appartement individuel;69.0;moyenne;1.0;;841120.15;26/07/2033;VRAI;875.0;4108.4;;FAUX;27/07/2023;0.62;;733.9;0.0;84.0;0.0;2 montée de la Butte;0.0;02/03/2024;0.0;;486.4;675438;très bonne;32.7;52.8;Électricité;2758.3;0;6.8;69381.0;0.0;2291.6;;29.182056;inférieur à 400m;315.0;4108.4;1.0;2 Montée de la Butte 69001 Lyon;116.1;3491.2;24/07/2023;0.0;0.0;6520400.9;;45.76861196221537,4.815949018823514;6.0;VRAI;6344.2;82.9;;361.2;2.6;FAUX;moyenne;98.2;69381_1160_00002;0.0;486.4;20.4;adresse géocodée ban à l'adresse;0.0;;0.0;11412.3;1144,3;486.4;moyen;4961.9;69001;217.9;individuel;XwQymrvpxXmAjoXZWz91S;315.0;;225.8;422291;;;93.0;appartement;0.0;;28/07/2023;;2369E2562201Y;Électricité;individuel;FAUX;4961.9;6344.2;17.3;Moyenne;B;2;315.0;217.9;;319.1;20.1;30.1;bonne;D;361.2;;0.0;;;;69001;H1c;;;1786.3;DPE 3CL 2021 méthode logement;56.3;0.0;Montée de la Butte;Lyon;116.1;216.0;2657.1;;1er étage
0.37;110046;dpe appartement individuel;69.0;bonne;1.0;;841943.7;25/07/2033;FAUX;534.3;3564.1;pompe à chaleur;FAUX;26/07/2023;0.61;;0.0;0.0;84.0;0.0;"23 Rue de Flesselles
Rdc";6.7;02/03/2024;9.5;;193.3;675493;très bonne;21.2;42.6;Électricité;982.8;719,4;5.5;69381.0;241.2;2007.4;;29.182056;inférieur à 400m;304.8;3564.1;1.0;23 Rue de Flesselles 69001 Lyon;100.7;1251.3;18/07/2023;104.8;12.9;6520600.07;;45.77023395410617,4.826602054979279;4.0;FAUX;2260.5;87.1;;190.6;2.5;VRAI;très bonne;79.3;69381_2785_00023;1.3;193.3;0.0;adresse géocodée ban à l'adresse;6.7;;20.6;6248.2;1036,6;193.3;insuffisant;2716.6;69001;77.6;individuel;xW8cRAiD9Vjy8DUpAjaRL;304.8;;182.3;801020;;;63.0;appartement;247.1;;27/07/2023;;2369E2533746N;Électricité;individuel;FAUX;2716.6;2260.5;15.6;Très lourde;A;23;304.8;77.6;;0.0;10.2;32.0;insuffisante;C;190.6;;241.2;;;;69001;H1c;;;1549.6;DPE 3CL 2021 méthode logement;0.0;20.6;Rue de Flesselles;Lyon;100.7;146.0;2355.9;;
0.56;300623/63555;dpe appartement individuel;69.0;insuffisante;1.0;;842551.86;04/07/2033;VRAI;1013.8;4190.0;;FAUX;05/07/2023;0.66;;0.0;0.0;84.0;0.0;38 Rue Burdeau;0.0;02/02/2024;13.4;;678.2;675500;insuffisante;33.2;61.0;Électricité;3910.6;0;7.8;69381.0;0.0;2351.6;;29.182056;inférieur à 400m;315.9;4190.0;1.0;38 Rue Burdeau 69001 Lyon;118.4;4967.4;05/07/2023;0.0;8.1;6520642.28;;45.77048700468944,4.834437967177796;7.0;FAUX;8994.4;129.3;;435.2;2.9;FAUX;bonne;113.4;69381_1155_00038;1.2;678.2;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;13445.3;1199,8;678.2;moyen;5845.8;69001;308.9;individuel;fNNoTNZtYSOiu7hrks7cW;315.9;;260.9;909980;;;95.0;appartement;0.0;;06/07/2023;;2369E2281228H;Électricité;individuel;FAUX;5845.8;8994.4;19.7;Moyenne;B;38;315.9;308.9;;0.0;42.6;30.8;insuffisante;D;435.2;;0.0;;;;69001;H1c;;;1821.7;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Burdeau;Lyon;118.4;220.0;4100.7;;1er étage
0.48;20230725 - 13 RUE ALSACE LORRAINE;dpe appartement individuel;69.0;insuffisante;1.0;;842734.27;23/07/2033;VRAI;1009.8;2878.0;;FAUX;24/07/2023;0.59;;0.0;0.0;84.0;0.0;13 RUE ALSACE LORRAINE;0.0;02/03/2024;0.0;;778.1;675563;très bonne;31.9;45.4;Électricité;4484.6;0;5.8;69381.0;0.0;1688.7;;29.182056;inférieur à 400m;217.1;2878.0;1.0;13 Rue d'Alsace-Lorraine 69001 Lyon;81.3;5531.6;23/07/2023;0.0;8.0;6520727.39;;45.77121502249745,4.836809948846654;9.0;VRAI;10314.7;125.7;;441.4;4.0;FAUX;bonne;84.4;69381_0190_00013;7.0;778.1;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;13386.8;1069,6;778.1;moyen;5820.3;69001;354.3;individuel;VFHThuRqlX75dQZDDNzKF;217.1;;194.0;939838;;;128.0;appartement;0.0;;25/07/2023;;2369E2496353I;Électricité;individuel;FAUX;5820.3;10314.7;14.6;Légère;B;13;217.1;354.3;;0.0;34.1;44.7;insuffisante;E;441.4;;0.0;;;;69001;H1c;;;1251.3;DPE 3CL 2021 méthode logement;0.0;0.0;Rue d'Alsace-Lorraine;Lyon;81.3;295.0;4853.9;;"Etage 1; Porte Gauche; Compl. Sur cour"
1.06;001 23 VALFENIERE 1ER;dpe appartement individuel;69.0;insuffisante;1.0;;842397.91;11/07/2033;FAUX;1820.2;3493.8;;FAUX;12/07/2023;0.53;;0.0;0.0;84.0;0.0;2 Rue Valfenière;0.0;02/03/2024;0.0;;1554.6;676170;très bonne;60.6;44.0;Électricité;9369.5;0;5.6;69381.0;0.0;1984.2;;29.182056;inférieur à 400m;252.0;3493.8;1.0;2 Rue Valfenière 69001 Lyon;98.7;11434.5;02/01/2023;0.0;12.6;6520188.05;;45.76643000116264,4.832321947621001;19.0;VRAI;21549.8;244.6;;844.6;3.0;FAUX;insuffisante;81.8;69381_7235_00002;1.3;1554.6;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;25231.8;1053,2;1554.6;insuffisant;10970.4;69001;740.2;individuel;mRxCrStMBZP7Fpby_JFdG;252.0;;188.2;327824;;;249.0;appartement;0.0;;13/07/2023;;2369E2376654N;Électricité;individuel;FAUX;10970.4;21549.8;13.6;Moyenne;C;2;252.0;740.2;;0.0;86.9;83.2;insuffisante;G;844.6;;0.0;;;;69001;H1c;;;1519.1;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Valfenière;Lyon;98.7;573.0;10849.7;;
